Book Name,Author,Rating,Number of Reviews,Price,Description,Listening Time (minutes),Genre,Rank,combined_text,cleaned_text,cluster
Treasure Hunters,James Patterson,4.6,498.0,615.0,"sorry, we just need to make sure you're not a robot. for best results, please make sure your browser is accepting cookies.",520.0,Religion & Philosophy,999,"Treasure Hunters Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",treasure hunter sorry need make sure youre robot best result please make sure browser accepting cooky,1
The Upside of Irrationality: The Unexpected Benefits of Defying Logic at Work and at Home,Dan Ariely,4.4,299.0,11862.0,"sorry, we just need to make sure you're not a robot. for best results, please make sure your browser is accepting cookies.",520.0,Religion & Philosophy,999,"The Upside of Irrationality: The Unexpected Benefits of Defying Logic at Work and at Home Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",upside irrationality unexpected benefit defying logic work home sorry need make sure youre robot best result please make sure browser accepting cooky,1
Simon vs. the Homo Sapiens Agenda,Becky Albertalli,4.7,2284.0,683.0,"penguin presents the audiobook edition of simon vs. the homo sapiens agenda by becky albertalli, read by michael crouch. ",405.0,Romance for Teens,28,"Simon vs. the Homo Sapiens Agenda Penguin presents the audiobook edition of Simon vs. the Homo Sapiens Agenda by Becky Albertalli, read by Michael Crouch. ",simon v homo sapiens agenda penguin present audiobook edition simon v homo sapiens agenda becky albertalli read michael crouch,0
Tears to Triumph: The Spiritual Journey from Suffering to Enlightenment,Marianne Williamson,4.6,363.0,10378.0,"sorry, we just need to make sure you're not a robot. for best results, please make sure your browser is accepting cookies.",520.0,Religion & Philosophy,999,"Tears to Triumph: The Spiritual Journey from Suffering to Enlightenment Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",tear triumph spiritual journey suffering enlightenment sorry need make sure youre robot best result please make sure browser accepting cooky,1
HBR's 10 Must Reads on Change Management,Renee Mauborgne,4.6,201.0,668.0,"most companies' change initiatives fail. yours don't have to. if you listen to nothing else on change management, listen to these 10 articles (featuring ""leading change"" by john p. kotter). we've combed through hundreds of harvard business review articles and selected the most important ones to help you spearhead change in your organization. hbr's 10 must reads on change management will inspire you to: ",450.0,Non-Profits & Charities,5,"HBR's 10 Must Reads on Change Management Most companies' change initiatives fail. Yours don't have to. If you listen to nothing else on change management, listen to these 10 articles (featuring ""Leading Change"" by John P. Kotter). We've combed through hundreds of Harvard Business Review articles and selected the most important ones to help you spearhead change in your organization. HBR's 10 Must Reads on Change Management will inspire you to: ",hbrs must read change management company change initiative fail dont listen nothing else change management listen article featuring leading change john p kotter weve combed hundred harvard business review article selected important one help spearhead change organization hbrs must read change management inspire,3
A River in Darkness: One Man's Escape from North Korea,Masaji Ishikawa,4.6,5115.0,586.0,"the harrowing true story of one man's life in—and subsequent escape from—north korea, one of the world's most brutal totalitarian regimes. ",354.0,Cultural,2,"A River in Darkness: One Man's Escape from North Korea The harrowing true story of one man's life in—and subsequent escape from—North Korea, one of the world's most brutal totalitarian regimes. ",river darkness one man escape north korea harrowing true story one man life inand subsequent escape fromnorth korea one world brutal totalitarian regime,3
"Around the World in 80 Trains: A 45,000-Mile Adventure",Monisha Rajesh,4.4,254.0,759.0,"bloomsbury presents around the world in 80 trains by monisha rajesh, read by monisha rajesh.  ",664.0,Railroad Engineering,1,"Around the World in 80 Trains: A 45,000-Mile Adventure Bloomsbury presents Around the World in 80 Trains by Monisha Rajesh, read by Monisha Rajesh.  ",around world train mile adventure bloomsbury present around world train monisha rajesh read monisha rajesh,3
"Conversations with God: An Uncommon Dialogue, Book 1",Neale Donald Walsch,4.5,818.0,668.0,"conversations with god is neale donald walsch's account of his direct conversations with god, beginning in 1992 while walsch was immersed in a period of deep depression. he composed a letter to god in which he vented his frustrations, and much to his surprise, even shock, god answered him. ",504.0,Parapsychology,10,"Conversations with God: An Uncommon Dialogue, Book 1 Conversations with God is Neale Donald Walsch's account of his direct conversations with God, beginning in 1992 while Walsch was immersed in a period of deep depression. He composed a letter to God in which he vented his frustrations, and much to his surprise, even shock, God answered him. ",conversation god uncommon dialogue book conversation god neale donald walschs account direct conversation god beginning walsch immersed period deep depression composed letter god vented frustration much surprise even shock god answered,3
"Speaking as a Leader: How to Lead Every Time You Speak...From Board Rooms to Meeting Rooms, From Town Halls to Phone Calls",Judith Humphrey,4.3,23.0,668.0,"sorry, we just need to make sure you're not a robot. for best results, please make sure your browser is accepting cookies.",520.0,Religion & Philosophy,999,"Speaking as a Leader: How to Lead Every Time You Speak...From Board Rooms to Meeting Rooms, From Town Halls to Phone Calls Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",speaking leader lead every time speakfrom board room meeting room town hall phone call sorry need make sure youre robot best result please make sure browser accepting cooky,1
The Heart of Tantric Sex: A Unique Guide to Love and Sexual Fulfillment,Diana Richardson,4.6,255.0,586.0,"sorry, we just need to make sure you're not a robot. for best results, please make sure your browser is accepting cookies.",520.0,Religion & Philosophy,999,"The Heart of Tantric Sex: A Unique Guide to Love and Sexual Fulfillment Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",heart tantric sex unique guide love sexual fulfillment sorry need make sure youre robot best result please make sure browser accepting cooky,1
Everyday Millionaires: How Ordinary People Built Extraordinary Wealth - and How You Can Too,Chris Hogan,4.5,1073.0,668.0,"everywhere we turn, we hear negative financial news - that the american dream is dead or that the little man can’t get ahead. our culture feeds us the lie that it’s impossible to become a millionaire in america today, but it’s time you heard the truth.",520.0,Survival Stories for Teens,999,"Everyday Millionaires: How Ordinary People Built Extraordinary Wealth - and How You Can Too Everywhere we turn, we hear negative financial news - that the American Dream is dead or that the little man can’t get ahead. Our culture feeds us the lie that it’s impossible to become a millionaire in America today, but it’s time you heard the truth.",everyday millionaire ordinary people built extraordinary wealth everywhere turn hear negative financial news american dream dead little man cant get ahead culture feed u lie impossible become millionaire america today time heard truth,3
I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer,Michelle McNamara,4.6,3660.0,569.0,short-listed for the gordon burn prize 2018 ,584.0,Serial Killers True Crime,3,I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer Short-listed for the Gordon Burn Prize 2018 ,ill gone dark one woman obsessive search golden state killer shortlisted gordon burn prize,3
Dead Beautiful,Yvonne Woon,4.5,37.0,836.0,"after renee winters discovers her parents lying dead in california’s redwood forest in what appears to be a strange double murder, her grandfather sends her off to gottfried academy in maine, a remote and mysterious high school dedicated to philosophy, “crude sciences,” and latin: the language of the dead. it’s here she meets dante, a dark and elusive student to whom she feels inexplicably drawn.",520.0,Survival Stories for Teens,999,"Dead Beautiful After Renee Winters discovers her parents lying dead in California’s Redwood Forest in what appears to be a strange double murder, her grandfather sends her off to Gottfried Academy in Maine, a remote and mysterious high school dedicated to philosophy, “crude sciences,” and Latin: the Language of the Dead. It’s here she meets Dante, a dark and elusive student to whom she feels inexplicably drawn.",dead beautiful renee winter discovers parent lying dead california redwood forest appears strange double murder grandfather sends gottfried academy maine remote mysterious high school dedicated philosophy crude science latin language dead meet dante dark elusive student feel inexplicably drawn,3
Self Mastery Through Conscious Autosuggestion,Emile Coué,4.3,145.0,344.0,"

oops!
it's rush hour and traffic is piling up on that page. please try again in a short while.if you were trying to place an order, it will not have been processed at this time.

go to the amazon.in home page to continue shopping

",520.0,Fantasy,999,"Self Mastery Through Conscious Autosuggestion 

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",self mastery conscious autosuggestion oops rush hour traffic piling page please try short whileif trying place order processed time go amazonin home page continue shopping,2
HBR's 10 Must Reads on Reinventing HR: HBR's 10 Must Reads Series,Harvard Business Review,4.5,11.0,586.0,"

oops!
it's rush hour and traffic is piling up on that page. please try again in a short while.if you were trying to place an order, it will not have been processed at this time.

go to the amazon.in home page to continue shopping

",520.0,Fantasy,999,"HBR's 10 Must Reads on Reinventing HR: HBR's 10 Must Reads Series 

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",hbrs must read reinventing hr hbrs must read series oops rush hour traffic piling page please try short whileif trying place order processed time go amazonin home page continue shopping,2
Playing for Keeps,R. L. Mathewson,4.4,1702.0,668.0,"done with being the world's biggest pushover, haley decides that things are going to change starting with the aggravating neighbor who has too much charm and not enough restraint. what she didn't expect was to be sucked into his world, but haley has a game plan and she won't let herself forget just what the bad boy next door is capable of. ",453.0,Erotic Romance,13,"Playing for Keeps Done with being the world's biggest pushover, Haley decides that things are going to change starting with the aggravating neighbor who has too much charm and not enough restraint. What she didn't expect was to be sucked into his world, but Haley has a game plan and she won't let herself forget just what the bad boy next door is capable of. ",playing keep done world biggest pushover haley decides thing going change starting aggravating neighbor much charm enough restraint didnt expect sucked world haley game plan wont let forget bad boy next door capable,3
"Bedtime Stories for Kids: Meditations Stories for Kids with Dragons, Aliens, Dinosaurs, and Unicorn: Help Your Children Asleep: Sleep Feeling Calm.... Fables & Christmas Stories for 365 Days)",Mamalla Noble,2.5,2.0,1003.0,bedtime stories for kids  six manuscripts in one book  tell stories to your kids,1451.0,Audiobooks on Bedtime & Dreaming for Children,3,"Bedtime Stories for Kids: Meditations Stories for Kids with Dragons, Aliens, Dinosaurs, and Unicorn: Help Your Children Asleep: Sleep Feeling Calm.... Fables & Christmas Stories for 365 Days) Bedtime Stories for Kids  Six Manuscripts in One Book  Tell Stories to Your Kids",bedtime story kid meditation story kid dragon alien dinosaur unicorn help child asleep sleep feeling calm fable christmas story day bedtime story kid six manuscript one book tell story kid,3
Dangerous Games,Danielle Steel,4.5,875.0,596.0,"

oops!
it's rush hour and traffic is piling up on that page. please try again in a short while.if you were trying to place an order, it will not have been processed at this time.

go to the amazon.in home page to continue shopping

",520.0,Fantasy,999,"Dangerous Games 

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",dangerous game oops rush hour traffic piling page please try short whileif trying place order processed time go amazonin home page continue shopping,2
The Profitable Hobby Farm: How to Build a Sustainable Local Foods Business,Sarah Beth Aubrey,4.6,83.0,1172.0,"sorry, we just need to make sure you're not a robot. for best results, please make sure your browser is accepting cookies.",520.0,Religion & Philosophy,999,"The Profitable Hobby Farm: How to Build a Sustainable Local Foods Business Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",profitable hobby farm build sustainable local food business sorry need make sure youre robot best result please make sure browser accepting cooky,1
Only Love Is Real,Brian L. Weiss M.D.,4.5,358.0,469.0,"past-life regression expert dr. brian weiss faces a compelling dilemma in this spellbinding sequel to his classic work, many lives, many masters. ",520.0,Alternate History Science Fiction,999,"Only Love Is Real Past-life regression expert Dr. Brian Weiss faces a compelling dilemma in this spellbinding sequel to his classic work, Many Lives, Many Masters. ",love real pastlife regression expert dr brian weiss face compelling dilemma spellbinding sequel classic work many life many master,3
"The Colour of Magic: Discworld, Book 1",Terry Pratchett,4.5,2472.0,888.0,brought to you by penguin.,415.0,Humorous Fantasy,2,"The Colour of Magic: Discworld, Book 1 Brought to you by Penguin.",colour magic discworld book brought penguin,0
Lilac Girls: A Novel,Martha Hall Kelly,4.6,6464.0,1256.0,"sorry, we just need to make sure you're not a robot. for best results, please make sure your browser is accepting cookies.",520.0,Religion & Philosophy,999,"Lilac Girls: A Novel Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",lilac girl novel sorry need make sure youre robot best result please make sure browser accepting cooky,1
Flights,Olga Tokarczuk,4.3,432.0,721.0,winner of the man booker international prize 2018,749.0,Literary Fiction,98,Flights Winner of the Man Booker International Prize 2018,flight winner man booker international prize,3
Bad Feminist,Roxane Gay,4.4,838.0,721.0,"pink is my favourite colour. i used to say my favourite colour was black to be cool, but it is pink - all shades of pink. if i have an accessory, it is probably pink. i read vogue, and i'm not doing it ironically, though it might seem that way. i once live-tweeted the september issue. ",663.0,Women's Studies,21,"Bad Feminist Pink is my favourite colour. I used to say my favourite colour was black to be cool, but it is pink - all shades of pink. If I have an accessory, it is probably pink. I read Vogue, and I'm not doing it ironically, though it might seem that way. I once live-tweeted the September issue. ",bad feminist pink favourite colour used say favourite colour black cool pink shade pink accessory probably pink read vogue im ironically though might seem way livetweeted september issue,3
"The Boston Consulting Group on Strategy: Classic Concepts and New Perspectives, 2nd Edition",Carl W. Stern - editor,4.0,36.0,1003.0,a collection of the best thinking from one of the most innovative management consulting firms in the world.... ,520.0,Business Communication,999,"The Boston Consulting Group on Strategy: Classic Concepts and New Perspectives, 2nd Edition A collection of the best thinking from one of the most innovative management consulting firms in the world.... ",boston consulting group strategy classic concept new perspective nd edition collection best thinking one innovative management consulting firm world,3
The Ayurvedic Self-Care Handbook: Holistic Healing Rituals for Every Day and Season,Sarah Kucera,4.9,102.0,1172.0,"sorry, we just need to make sure you're not a robot. for best results, please make sure your browser is accepting cookies.",520.0,Religion & Philosophy,999,"The Ayurvedic Self-Care Handbook: Holistic Healing Rituals for Every Day and Season Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",ayurvedic selfcare handbook holistic healing ritual every day season sorry need make sure youre robot best result please make sure browser accepting cooky,1
The Win Without Pitching Manifesto,Blair Enns,4.8,282.0,233.0,"a manifesto of business practices for those who sell ideas and advice, the win without pitching manifesto lays out 12 steps - in the form of proclamations - that owners of creative businesses can take to distance themselves from their competition, regain the high ground in their client relationships and learn to win business without first parting with their thinking or writing lengthy proposals. the 12 proclamations were written to inspire owners of independent creative businesses (e.g.: design firms and advertising agencies) to rethink how their services are bought and sold. anyone who sells ideas or advice will find relevance in these teachings.",150.0,Business Sales,63,"The Win Without Pitching Manifesto A manifesto of business practices for those who sell ideas and advice, The Win Without Pitching Manifesto lays out 12 steps - in the form of proclamations - that owners of creative businesses can take to distance themselves from their competition, regain the high ground in their client relationships and learn to win business without first parting with their thinking or writing lengthy proposals. The 12 proclamations were written to inspire owners of independent creative businesses (e.g.: design firms and advertising agencies) to rethink how their services are bought and sold. Anyone who sells ideas or advice will find relevance in these teachings.",win without pitching manifesto manifesto business practice sell idea advice win without pitching manifesto lay step form proclamation owner creative business take distance competition regain high ground client relationship learn win business without first parting thinking writing lengthy proposal proclamation written inspire owner independent creative business eg design firm advertising agency rethink service bought sold anyone sell idea advice find relevance teaching,3
Medical Makeover: The Revolutionary No-Willpower Program for Lifetime Health,Robert M. Giller MD,3.5,2.0,397.0,"are you so accustomed to feeling just ""okay"" that you've forgotten what it's like to feel really great? would you like to feel your very best, each and every day, now and for the rest of your life? if the answer is yes you are a candidate for the medical makeover. developed by dr. robert m. giller and presented by olympic gold medalist bob seagren, the medical makeover is a revolutionary approach to health care.",520.0,Naturopathy,999,"Medical Makeover: The Revolutionary No-Willpower Program for Lifetime Health Are you so accustomed to feeling just ""okay"" that you've forgotten what it's like to feel really great? Would you like to feel your very best, each and every day, now and for the rest of your life? If the answer is yes you are a candidate for the Medical Makeover. Developed by Dr. Robert M. Giller and presented by Olympic Gold Medalist Bob Seagren, the Medical Makeover is a revolutionary approach to health care.",medical makeover revolutionary nowillpower program lifetime health accustomed feeling okay youve forgotten like feel really great would like feel best every day rest life answer yes candidate medical makeover developed dr robert giller presented olympic gold medalist bob seagren medical makeover revolutionary approach health care,3
"Lokpriya Shayar Aur Unki Shayari - Ghalib [Popular Poets and Their Poetry - Ghalib]: Lokpriya Shayar Aur Unki Shayari, Book 1 [Popular Poets and Their Poetry, Book 1]",Prakash Pandit,4.3,81.0,501.0,"mirza ghalib was an urdu poet who is known for his unique and smooth style of writing. this book is a compilation of the events which happened throughout his life, along with few of the poems written by him. the poems in this book are an ideal listen for people who are fascinated by urdu poetry but do not understand the nastaliq, the script in which urdu is written. ",248.0,Poetry,31,"Lokpriya Shayar Aur Unki Shayari - Ghalib [Popular Poets and Their Poetry - Ghalib]: Lokpriya Shayar Aur Unki Shayari, Book 1 [Popular Poets and Their Poetry, Book 1] Mirza Ghalib was an Urdu poet who is known for his unique and smooth style of writing. This book is a compilation of the events which happened throughout his life, along with few of the poems written by him. The poems in this book are an ideal listen for people who are fascinated by Urdu poetry but do not understand the nastaliq, the script in which Urdu is written. ",lokpriya shayar aur unki shayari ghalib popular poet poetry ghalib lokpriya shayar aur unki shayari book popular poet poetry book mirza ghalib urdu poet known unique smooth style writing book compilation event happened throughout life along poem written poem book ideal listen people fascinated urdu poetry understand nastaliq script urdu written,3
The Diviners,Libba Bray,4.4,431.0,1206.0,"audie award nominee, best teens category, 2013",1094.0,Historical Fantasy for Teens,1,"The Diviners Audie Award Nominee, Best Teens Category, 2013",diviner audie award nominee best teen category,3
Young Men and Fire,Norman Maclean,4.4,196.0,668.0,"sorry, we just need to make sure you're not a robot. for best results, please make sure your browser is accepting cookies.",520.0,Religion & Philosophy,999,"Young Men and Fire Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",young men fire sorry need make sure youre robot best result please make sure browser accepting cooky,1
"Wicca for Beginners: A Guide to Wiccan Beliefs, Rituals, Magic, and Witchcraft",Lisa Chamberlain,4.7,1207.0,233.0,everything you need to know to start your wiccan journey.,151.0,Witchcraft,2,"Wicca for Beginners: A Guide to Wiccan Beliefs, Rituals, Magic, and Witchcraft Everything you need to know to start your Wiccan journey.",wicca beginner guide wiccan belief ritual magic witchcraft everything need know start wiccan journey,3
Don't Keep Silent,Elizabeth Goddard,4.6,16.0,938.0,"investigative reporter rae burke will do anything to find her missing sister-in-law, even if it means facing liam mckade, a man who almost lost his life saving hers. a former dea agent, liam thought he could find peace at his wyoming ranch, but he just doesn't feel at home anywhere anymore. ",637.0,Christian Thriller & Suspense,14,"Don't Keep Silent Investigative reporter Rae Burke will do anything to find her missing sister-in-law, even if it means facing Liam McKade, a man who almost lost his life saving hers. A former DEA agent, Liam thought he could find peace at his Wyoming ranch, but he just doesn't feel at home anywhere anymore. ",dont keep silent investigative reporter rae burke anything find missing sisterinlaw even mean facing liam mckade man almost lost life saving former dea agent liam thought could find peace wyoming ranch doesnt feel home anywhere anymore,3
The Priory of the Orange Tree,Samantha Shannon,4.5,1260.0,1138.0,a world divided. a queendom without an heir.  an ancient enemy awakens. ,1552.0,Fairy Tale Fantasy,26,The Priory of the Orange Tree A world divided. A queendom without an heir.  An ancient enemy awakens. ,priory orange tree world divided queendom without heir ancient enemy awakens,3
Liespotting: Proven Techniques to Detect Deception,Pamela Meyer,4.2,398.0,703.0,"people - friends, family members, work colleagues, salespeople - lie to us all the time. daily, hourly, constantly. none of us is immune, and all of us are victims. according to studies by several different researchers, most of us encounter nearly 200 lies a day. now there’s something we can do about it. liespotting links three disciplines - facial recognition training, interrogation training, and a comprehensive survey of research in the field - into a specialized body of information developed specifically to help business leaders detect deception and get the information they need to successfully conduct their most important interactions and transactions. ",373.0,Occupational & Organisational Psychology,13,"Liespotting: Proven Techniques to Detect Deception People - friends, family members, work colleagues, salespeople - lie to us all the time. Daily, hourly, constantly. None of us is immune, and all of us are victims. According to studies by several different researchers, most of us encounter nearly 200 lies a day. Now there’s something we can do about it. Liespotting links three disciplines - facial recognition training, interrogation training, and a comprehensive survey of research in the field - into a specialized body of information developed specifically to help business leaders detect deception and get the information they need to successfully conduct their most important interactions and transactions. ",liespotting proven technique detect deception people friend family member work colleague salesperson lie u time daily hourly constantly none u immune u victim according study several different researcher u encounter nearly lie day there something liespotting link three discipline facial recognition training interrogation training comprehensive survey research field specialized body information developed specifically help business leader detect deception get information need successfully conduct important interaction transaction,3
Your Money and Your Brain: How the New Science of Neuroeconomics Can Help Make You Rich,Jason Zweig,4.3,106.0,586.0,"what happens inside our brains when we think about money? quite a lot, actually, and some of it isn't good for our financial health. in your money and your brain, jason zweig explains why smart people make stupid financial decisions - and what they can do to avoid these mistakes. zweig, a veteran financial journalist, draws on the latest research in neuroeconomics, a fascinating new discipline that combines psychology, neuroscience, and economics to better understand financial decision making. he shows why we often misunderstand risk and why we tend to be overconfident about our investment decisions. your money and your brain offers some radical new insights into investing and shows investors how to take control of the battlefield between reason and emotion.",699.0,Money Management,19,"Your Money and Your Brain: How the New Science of Neuroeconomics Can Help Make You Rich What happens inside our brains when we think about money? Quite a lot, actually, and some of it isn't good for our financial health. In Your Money and Your Brain, Jason Zweig explains why smart people make stupid financial decisions - and what they can do to avoid these mistakes. Zweig, a veteran financial journalist, draws on the latest research in neuroeconomics, a fascinating new discipline that combines psychology, neuroscience, and economics to better understand financial decision making. He shows why we often misunderstand risk and why we tend to be overconfident about our investment decisions. Your Money and Your Brain offers some radical new insights into investing and shows investors how to take control of the battlefield between reason and emotion.",money brain new science neuroeconomics help make rich happens inside brain think money quite lot actually isnt good financial health money brain jason zweig explains smart people make stupid financial decision avoid mistake zweig veteran financial journalist draw latest research neuroeconomics fascinating new discipline combine psychology neuroscience economics better understand financial decision making show often misunderstand risk tend overconfident investment decision money brain offer radical new insight investing show investor take control battlefield reason emotion,3
50 Psychology Classics,Tom Butler-Bowdon,4.4,133.0,703.0,"who we are...how we think...what we do... here are insight and inspiration from 50 key books, including works by sigmund freud, malcolm gladwell, daniel goleman, karen horney, carl jung, alfred kinsey, r.d. laing, jean piaget, martin seligman, oliver sacks, gail sheehy, and bf skinner. ",744.0,History of Psychology,5,"50 Psychology Classics Who we are...how we think...what we do... Here are insight and inspiration from 50 key books, including works by Sigmund Freud, Malcolm Gladwell, Daniel Goleman, Karen Horney, Carl Jung, Alfred Kinsey, R.D. Laing, Jean Piaget, Martin Seligman, Oliver Sacks, Gail Sheehy, and BF Skinner. ",psychology classic arehow thinkwhat insight inspiration key book including work sigmund freud malcolm gladwell daniel goleman karen horney carl jung alfred kinsey rd laing jean piaget martin seligman oliver sack gail sheehy bf skinner,3
"30 Days - Change Your Habits, Change Your Life: A Couple of Simple Steps Every Day to Create the Life You Want",Marc Reklau,4.4,436.0,340.0,have you ever asked yourself why some people seem to get everything easily and others don't? ,252.0,Time Management & Productivity,48,"30 Days - Change Your Habits, Change Your Life: A Couple of Simple Steps Every Day to Create the Life You Want Have you ever asked yourself why some people seem to get everything easily and others don't? ",day change habit change life couple simple step every day create life want ever asked people seem get everything easily others dont,3
The Drunkard's Walk: How Randomness Rules Our Lives,Leonard Mlodinow,4.4,460.0,703.0,"the rise and fall of your favorite movie star or the most reviled ceo - in fact, all our destinies - reflects chance as much as planning and innate abilities. even roger maris, who beat babe ruth's single season home-run record, was in all likelihood not great but just lucky.",559.0,Philosophy of Society,11,"The Drunkard's Walk: How Randomness Rules Our Lives The rise and fall of your favorite movie star or the most reviled CEO - in fact, all our destinies - reflects chance as much as planning and innate abilities. Even Roger Maris, who beat Babe Ruth's single season home-run record, was in all likelihood not great but just lucky.",drunkard walk randomness rule life rise fall favorite movie star reviled ceo fact destiny reflects chance much planning innate ability even roger mari beat babe ruth single season homerun record likelihood great lucky,3
A Stranger in the Mirror,Sidney Sheldon,4.3,160.0,702.0,"toby temple is a superstar, the world's funniest man. he gets any woman that he wants, but under the superstar image is a lonely man. ",439.0,Etiquette Guides,999,"A Stranger in the Mirror Toby Temple is a superstar, the world's funniest man. He gets any woman that he wants, but under the superstar image is a lonely man. ",stranger mirror toby temple superstar world funniest man get woman want superstar image lonely man,3
Speak Business English Like an American: Learn the Idioms & Expressions You Need to Succeed on the Job!,Amy Gillett,4.5,76.0,305.0,"be more effective on the job! communicate like a native speaker of english! american english speakers use many phrases and expressions on the job. if you don’t know these expressions, you’re left out of the conversation. you’re out of it...and nothing makes you feel so much like a foreigner. speak business english like an american will help you speak business english like an american - quickly and confidently. you’ll hear the idioms & expressions used in everyday speech in american workplaces. ",2820.0,Business Writing,8,"Speak Business English Like an American: Learn the Idioms & Expressions You Need to Succeed on the Job! Be more effective on the job! Communicate like a native speaker of English! American English speakers use many phrases and expressions on the job. If you don’t know these expressions, you’re left out of the conversation. You’re out of it...and nothing makes you feel so much like a foreigner. Speak Business English Like an American will help you speak Business English like an American - quickly and confidently. You’ll hear the idioms & expressions used in everyday speech in American workplaces. ",speak business english like american learn idiom expression need succeed job effective job communicate like native speaker english american english speaker use many phrase expression job dont know expression youre left conversation youre itand nothing make feel much like foreigner speak business english like american help speak business english like american quickly confidently youll hear idiom expression used everyday speech american workplace,3
"The Complete Novels : Sense and Sensibility, Pride and Prejudice, Mansfield Park, Emma, Northanger Abbey and Persuasion",Jane Austen,4.6,821.0,1003.0,"“…narrating the novels of jane austen reminded me that no matter how much the world changes, human nature never does.” (alison larkin)",4862.0,Regency Romance,3,"The Complete Novels : Sense and Sensibility, Pride and Prejudice, Mansfield Park, Emma, Northanger Abbey and Persuasion “…narrating the novels of Jane Austen reminded me that no matter how much the world changes, human nature never does.” (Alison Larkin)",complete novel sense sensibility pride prejudice mansfield park emma northanger abbey persuasion narrating novel jane austen reminded matter much world change human nature never alison larkin,3
Men Explain Things to Me,Rebecca Solnit,4.5,728.0,417.0,"rebecca solnit's essay 'men explain things to me' has become a touchstone of the feminist movement, inspired the term 'mansplaining', and established solnit as one of the leading feminist thinkers of our time - one who has inspired everyone from radical activists to beyonce knowles. ",167.0,Metaphysics,999,"Men Explain Things to Me Rebecca Solnit's essay 'Men Explain Things to Me' has become a touchstone of the feminist movement, inspired the term 'mansplaining', and established Solnit as one of the leading feminist thinkers of our time - one who has inspired everyone from radical activists to Beyonce Knowles. ",men explain thing rebecca solnits essay men explain thing become touchstone feminist movement inspired term mansplaining established solnit one leading feminist thinker time one inspired everyone radical activist beyonce knowles,3
On the Road,Matt Dillon,4.2,1530.0,721.0,"sal paradise, a young innocent, joins his hero dean moriarty, a traveller and mystic, the living epitome of beat, on a breathless, exuberant ride back and forth across the united states. their hedonistic search for release or fulfilment through drink, sex, drugs and jazz becomes an exploration of personal freedom, a test of the limits of the american dream. ",615.0,Coming of Age Fiction,5,"On the Road Sal Paradise, a young innocent, joins his hero Dean Moriarty, a traveller and mystic, the living epitome of beat, on a breathless, exuberant ride back and forth across the United States. Their hedonistic search for release or fulfilment through drink, sex, drugs and jazz becomes an exploration of personal freedom, a test of the limits of the American dream. ",road sal paradise young innocent join hero dean moriarty traveller mystic living epitome beat breathless exuberant ride back forth across united state hedonistic search release fulfilment drink sex drug jazz becomes exploration personal freedom test limit american dream,3
Whole: Rethinking the Science of Nutrition,T. Colin Campbell PhD/PhD,4.6,907.0,702.0,what happens when you eat an apple? the answer is vastly more complex than you imagine. ,669.0,Christian Evangelism,999,Whole: Rethinking the Science of Nutrition What happens when you eat an apple? The answer is vastly more complex than you imagine. ,whole rethinking science nutrition happens eat apple answer vastly complex imagine,3
The Phoenix,Sidney Sheldon,4.0,275.0,8735.0,the new york times best-selling author,850.0,Private Investigator Mysteries,7,The Phoenix The New York Times best-selling author,phoenix new york time bestselling author,3
The Greatest Show on Earth: The Evidence for Evolution,Richard Dawkins,4.7,839.0,820.0,"in the greatest show on earth, richard dawkins takes on creationists, including followers of 'intelligent design' and all those who question the fact of evolution through natural selection.",875.0,Biology,9,"The Greatest Show on Earth: The Evidence for Evolution In The Greatest Show on Earth, Richard Dawkins takes on creationists, including followers of 'Intelligent Design' and all those who question the fact of evolution through natural selection.",greatest show earth evidence evolution greatest show earth richard dawkins take creationists including follower intelligent design question fact evolution natural selection,3
The Screwtape Letters,C.S. Lewis,4.7,3826.0,421.0,"the screwtape letters is the most engaging account of temptation, and triumph over it, ever written.",216.0,Christian Classic & Allegorical Fiction,2,"The Screwtape Letters The Screwtape Letters is the most engaging account of temptation, and triumph over it, ever written.",screwtape letter screwtape letter engaging account temptation triumph ever written,3
